odai_type,odai,response,score
text,ワルたちが結成したＨＩＰＨＯＰグループ。「あまりワルくないなあ」ラップで何と歌った？,♪オレたち渋谷で一番のワルだ！単車で暴走頭で妄想,4.0
text,お風呂の給湯器。沸いたとき「余計なこと言うなぁ…」何と言った？,お風呂が沸きました あなたが入るとお湯が面白い色になりますよね,2.6666666666666665
text,女性とつきあったことのない男たちが変身！「ウブレンジャー」今週のタイトルとは？,「ブルーまさかの初デート！？それは怪人のワナだ！」の巻,4.0
text,とにかくお金がない経費戦隊ケズルンジャ－、どんなシーンがありそう？,駅12番出口から登場,2.6666666666666665
text,メッセージアプリ。部下からの新年のあいさつに「はあ？」どんなの？,ありがとう新春！ニュースプリング！,4.0
text,このとんかつ屋さん、ダメだなぁ…。なぜ？,テーブルに豚の鼻を置いて伝票をさしていった,2.6666666666666665
text,あおりすぎ！「小５算数」テレビ欄に書かれた見出しとは？,１０÷３＝アホになりっぱなしスペシャル！,2.6666666666666665
text,店員全員が演歌歌手。喫茶「演歌」ってどんなところ？,お礼は声ともならない小さな声で「ありがとうございました」,2.6666666666666665
text,「民放に負けるな！」ＮＨＫが２４時間テレビに挑戦！どんなの？,「鶴瓶の家族に乾杯」深夜の生放送ＳＰ後アナウンサーがおわび,4.0
text,舞の海さんが街ブラ番組に出演。「はあ？」何と言った？,このコロッケうまいの海,2.6666666666666665
text,ＮＨＫの人気キャラクターななみちゃんがお正月番組に登場。「ニセモノだろ！」何と言った？,やだやだ辛気くさいおせちは,2.6666666666666665
text,ギャルが音声案内するカーナビ。何と言った？,ハンドルの握り方、くそツボった,2.6666666666666665
text,とにかくお金がない経費戦隊ケズルンジャ－、どんなシーンがありそう？,第一話はレッド 最終話は茶色,4.0
text,サッカー日本代表壮行式。「ちゃんとしてください！」松木さん、スピーチで何と言った？,Ｗ杯前でラテンの血が騒ぐのか杉本彩の夢ばっか見ちゃうんだよね,2.6666666666666665
text,オリラジ藤森がしゃべるカーナビが登場！「チャラいなあ…」何と言った？,次の信号右ぽよ～！,2.6666666666666665
text,アイドルグループを卒業するゲストになんてことを…。女性DJ、何と言った？,ラストシングルのタイトルクソ面白いですよね,4.0
text,料理番組。先生が「この子をアシスタントにするんじゃなかった…」その理由とは？,スイスから通ってる,4.0
text,超モテモテ！イケメンだらけのイケメン高校。「バレンタインあるある」とは？,一番最初にチョコを渡した女子がその年の福女になる,4.0
text,このヘアワックスのCMダメだなぁ…。どんなの？,最後に帽子をかぶって出ていった,3.3333333333333335
text,アホアホ小学校,おととい、やった,4.0
text,ななみちゃんがプロ野球中継のゲストに。「ニセモノだろ！」何と言った？,中継席にはビール売りに来ないの？,2.6666666666666665
text,このマンガ喫茶「イヤだなあ」その理由とは？,立ち読み,4.0
text,地球を侵略に来た宇宙人。「でも、こわくない」なぜ？,スクランブル交差点の人混みにのみこまれる,4.0
text,上司に気に入られることばかり考えている入社２年目タイコモチオ。上司の息子に何をした？,息子の名前をアドレスにいれた,2.6666666666666665
text,競馬レース。「こいつには勝てる」その理由とは？,「何周するとゴール？」と聞いてきた,4.0
text,日本一カレーが好きだというOL、加礼田ルー子さんってどんな人？,義母のナン田久子とはうまくやってる,2.6666666666666665
text,２４年間売れない演歌歌手・下積長子が本を発売。そのタイトルとは？,意外と食べられるあんな物、こんな物,4.0
text,２３年間売れていない演歌歌手・下積長子が始めた「下積川柳」とは？,大事なファン　しょうがないので　振り込んだ,2.6666666666666665
text,レスリング道場にて。浜口京子さんのひと言に後輩たちが「はあ？」何と言った？,メダルって夜になったらしゃべるんだよ,4.0
text,この予備校じゃ受かる気がしない…。その理由とは？,週に４回避難訓練がある,4.0
text,下校時間の小学生の校内放送。「余計なこと言うな」何と言った？,このあと屋上にて佐藤君が告白をする模様です,2.6666666666666665
text,上司に気に入られることばかり考えてる若手社員タイコモチオが社員旅行で温泉へ。何をした？,「この温泉の効能…部長の朝礼スピーチと同じじゃないですか！」,2.6666666666666665
text,１０文字作文。テーマは「ウソつけ！」,すぐ本社に戻れるって,2.6666666666666665
text,上司に気に入られることばかり考えている社員タイコモチオ。お花見で何をした？,上司のギャグに「やられた！笑いの花さかじいさんですやん！」,4.0
text,プロレスラーだらけの合コン。どうなる？,「どこのパイプいすが好きか」で小1時間盛り上がる,4.0
text,恋愛ゲーム。憧れの女の子キャラ大喜利子との楽しかったデート。別れ際に言うことか？何と言った？,今日は犬のお散歩のようで楽しかったです,4.0
text,ホテルのお客が「このホテル ダメだなあ」その理由とは？,フロントに「起こさないでください」と札がかけてある,4.0
text,「掛布さん、ちゃんと解説して下さい…」何を言った？,おっ、腹黒ピッチャーとドスケベバッターの対決ですねぇー,4.0
text,１０文字作文。テーマは「アンビリーバブル！」,村祭にタイソンが来る,2.6666666666666665
text,コンビニ店長の引退セレモニーってどんなの？,「ありがとう」とそっとバーコードリーダーを置く,2.6666666666666665
text,「大物女優か！」とちょくちょくつっこまれる小学４年生・西園寺しずか。遠足で何をした？,リュックをずっと腕にかけていた,2.6666666666666665
text,競馬中継。「ちゃんと実況してください」杉本清さん、何と言った？,さあここで凄い尿意だ！尿意がきた！尿意がきた！あ～…,4.0
text,「ははぁ～、この人、元アイドルだな」 サラリーマン早乙女部長ってどんな人？,壊れそうな物ばかり集めてしまっている,4.0
text,PK戦。次に蹴る選手を見てチームメイトが「こいつ選ぶんじゃなかった」なぜ？,「俺いつもどっち脚で蹴ってる？」,2.6666666666666665
text,アホアホ写真展。この写真のキャプションとは？,オニギリ大好き芸人「オニギリジョー」の宣材写真です,2.6666666666666665
text,「飛雄馬よ、そんなことで感動するんじゃない！」何と言った？,父ちゃん！子機だとここまで話せるよ！,2.6666666666666665
text,セレブ小学校の卒業式。呼びかけで何と言った？,「ゴルフ焼けした」「修学旅行」,4.0
text,スキージャンプの試合。「こいつには勝てる！」その理由とは？,「押すなよ絶対に押すなよ」と後ろの人に言っている,2.6666666666666665
text,上司に気に入られることばかり考えている社員タイコモチオ。お花見で何をした？,「今日死んでもええわー！」と大の字になった,4.0
